"phibase_id","uniprot_a","ensembl_a","taxid_species_a","organism_a","taxid_strain_a","strain_a","uniprot_matches_a","modification_a","uniprot_b","ensembl_b","taxid_species_b","organism_b","taxid_strain_b","strain_b","uniprot_matches_b","modification_b","phenotype","disease","host_tissue","evidence_code","interaction_type","pmid","high_level_terms"
"PHI:135","A4D962",,5039,"Blastomyces dermatitidis",5039,"SCB-2; A","strain","gene deletion",,,10090,"Mus musculus",,,"none",,"PHIPO:0000010",,"BTO:0003973","gene complementation","interspecies interaction",10209038,"Loss of pathogenicity"
"PHI:136","Q5AHA0",,5476,"Candida albicans",5476,"CAI4","none","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",10417206,"Reduced virulence"
"PHI:136","Q5AHA0",,5476,"Candida albicans",5476,"CAI4","none","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973",,"interspecies interaction",10572127,"Reduced virulence"
"PHI:136","Q5AHA0",,5476,"Candida albicans",5476,"CAI4","none","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000010","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",10417206,"Loss of pathogenicity"
"PHI:138","O42696",,5476,"Candida albicans",5476,"CAI4","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973",,"interspecies interaction",10572127,"Reduced virulence"
"PHI:139","Q7ZA26",,5207,"Cryptococcus neoformans",,"cap10F2FO","none","gene deletion",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000105","BTO:0003973","gene complementation","interspecies interaction",10482503,"Reduced virulence"
"PHI:140","O42695",,5476,"Candida albicans",5476,"CAI4","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973",,"interspecies interaction",10572127,"Reduced virulence"
"PHI:141","O93886",,84275,"Cercospora kikuchii",84275,"PR","strain","gene disruption",,,3847,"Glycine max",,,"none",,"PHIPO:0000015","PHIDO:0000207; PHIDO:0000305","BTO:0003973","gene complementation","interspecies interaction",10517030,"Reduced virulence"
"PHI:142","Q9UVN7",,5016,"Bipolaris maydis",5016,"C4","strain","gene disruption",,,4577,"Zea mays",,,"none",,"PHIPO:0000015; PHIPO:0000331; PHIPO:0000024","PHIDO:0000207","BTO:0003973",,"interspecies interaction",10557357,"Reduced virulence"
"PHI:143","P32964",,1682391,"Microdochium sorghi",5563,"T-442","none","gene disruption",,,4558,"Sorghum bicolor",,,"none",,"PHIPO:0000004","PHIDO:0000207; PHIDO:0000211","BTO:0003973",,"interspecies interaction",10587474,"Unaffected pathogenicity"
"PHI:144","O59928",,29875,"Trichoderma virens",29875,"Tv10.4","strain","gene deletion; gene mutation: regulator",,,456999,"Rhizoctonia solani",,,"none",,"PHIPO:0000015",,"BTO:0003973",,"interspecies interaction",10022948,"Reduced virulence"
"PHI:146","O42793",,5466,"Colletotrichum trifolii",,,"none","gene deletion",,,3879,"Medicago sativa",,,"none",,"PHIPO:0000010; PHIPO:0000355; PHIPO:0000954; PHIPO:0000024","PHIDO:0000013","BTO:0003973",,"interspecies interaction",10226376,"Loss of pathogenicity"
"PHI:149","Q92207",,5476,"Candida albicans",237561,"SC5314","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",10322006,"Reduced virulence"
"PHI:151","Q9UQY5",,5270,"Ustilago maydis",559306,"FB1; FB2; CL13","none","gene disruption",,,4577,"Zea mays",,,"none",,"PHIPO:0000015; PHIPO:0000030","PHIDO:0000230","BTO:0003973","gene complementation","interspecies interaction",10594825,"Reduced virulence"
"PHI:153","Q9UV51",,318829,"Magnaporthe oryzae",,"Guy11","none","gene deletion",,,4530,"Oryza sativa",,,"none",,"PHIPO:0000004","PHIDO:0000315","BTO:0003973",,"interspecies interaction",10521531,"Unaffected pathogenicity"
"PHI:156","Q9Y8E5",,5207,"Cryptococcus neoformans",235443,"H99","none","gene disruption",,,9986,"Oryctolagus cuniculus",,,"none",,"PHIPO:0000004","PHIDO:0000105","BTO:0003973","gene complementation","interspecies interaction",10581270,"Unaffected pathogenicity"
"PHI:156","Q9Y8E5",,5207,"Cryptococcus neoformans",235443,"H99","none","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000004","PHIDO:0000105","BTO:0003973","gene complementation","interspecies interaction",10581270,"Unaffected pathogenicity"
"PHI:157","Q9Y885",,5017,"Bipolaris zeicola",,"164R10","none","gene disruption",,,4577,"Zea mays",,,"none",,"PHIPO:0000010","PHIDO:0000211","BTO:0003973",,"interspecies interaction",10627051,"Loss of pathogenicity"
"PHI:158","O59918",,5270,"Ustilago maydis",,"d132; UT0305; ISO1-1","none","gene deletion",,,4577,"Zea mays",,,"none",,"PHIPO:0000015; PHIPO:0000355; PHIPO:0000030","PHIDO:0000230","BTO:0003973",,"interspecies interaction",10102363,"Reduced virulence"
"PHI:159","O74686",,5037,"Histoplasma capsulatum",5037,"G184AS","strain","gene deletion",,,10090,"Mus musculus",,,"none",,"PHIPO:0000010","PHIDO:0000188","BTO:0003973","gene complementation","interspecies interaction",9916068,"Loss of pathogenicity"
"PHI:160","Q9UVN5",,5599,"Alternaria alternata",5599,"M-71","none","gene disruption",,,3750,"Malus domestica",,,"none",,"PHIPO:0000010; PHIPO:0000355","PHIDO:0000010","BTO:0003973",,"interspecies interaction",10875335,"Loss of pathogenicity"
"PHI:161","Q9HG08",,40559,"Botrytis cinerea",40559,"A-1-3","strain","gene deletion",,,3570,"Dianthus caryophyllus",,,"none",,"PHIPO:0000010; PHIPO:0000355; PHIPO:0000363; PHIPO:0000030; PHIPO:0000059","PHIDO:0000178","BTO:0003973","gene complementation","interspecies interaction",10875333,"Loss of pathogenicity"
"PHI:161","Q9HG08",,40559,"Botrytis cinerea",40559,"A-1-3","strain","gene deletion",,,4081,"Solanum lycopersicum",,,"none",,"PHIPO:0000010; PHIPO:0000355; PHIPO:0000363; PHIPO:0000030; PHIPO:0000059","PHIDO:0000178","BTO:0003973","gene complementation","interspecies interaction",10875333,"Loss of pathogenicity"
"PHI:162","Q9P8U9",,5476,"Candida albicans",5476,"CAI4","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000010","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",10807578,"Loss of pathogenicity"
"PHI:163","O42720",,5037,"Histoplasma capsulatum",5037,"G186AR ura5; G217B ura5","none","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000188","BTO:0003973","gene complementation","interspecies interaction",11082066,"Reduced virulence"
"PHI:165","Q9UQZ1",,474922,"Colletotrichum gloeosporioides",,,"none","gene disruption",,,3435,"Persea americana",,,"none",,"PHIPO:0000010; PHIPO:0000355; PHIPO:0000363; PHIPO:0000030","PHIDO:0000013","BTO:0003973",,"interspecies interaction",10948253,"Loss of pathogenicity"
"PHI:166","Q9UUS7",,474922,"Colletotrichum gloeosporioides",,,"none","gene deletion",,,3435,"Persea americana",,,"none",,"PHIPO:0000004; PHIPO:0000331; PHIPO:0000954; PHIPO:0000024","PHIDO:0000013","BTO:0003973",,"interspecies interaction",10940006,"Unaffected pathogenicity"
"PHI:166","Q9UUS7",,474922,"Colletotrichum gloeosporioides",,,"none","gene deletion",,,4081,"Solanum lycopersicum",,,"none",,"PHIPO:0000004; PHIPO:0000331; PHIPO:0000954; PHIPO:0000024","PHIDO:0000013","BTO:0003973",,"interspecies interaction",10940006,"Unaffected pathogenicity"
"PHI:167","Q9UUS8",,474922,"Colletotrichum gloeosporioides",,,"none","gene disruption",,,3435,"Persea americana",,,"none",,"PHIPO:0000004; PHIPO:0000331; PHIPO:0000954; PHIPO:0000024","PHIDO:0000013","BTO:0003973",,"interspecies interaction",10940006,"Unaffected pathogenicity"
"PHI:167","Q9UUS8",,474922,"Colletotrichum gloeosporioides",,,"none","gene disruption",,,4081,"Solanum lycopersicum",,,"none",,"PHIPO:0000004; PHIPO:0000331; PHIPO:0000954; PHIPO:0000024","PHIDO:0000013","BTO:0003973",,"interspecies interaction",10940006,"Unaffected pathogenicity"
"PHI:169","Q9HG15",,290576,"Colletotrichum lindemuthianum",290576,"UPS9","strain","gene deletion",,,3885,"Phaseolus vulgaris",,,"none",,"PHIPO:0000010; PHIPO:0000331; PHIPO:0000363; PHIPO:0000024","PHIDO:0000013","BTO:0003973",,"interspecies interaction",11006333,"Loss of pathogenicity"
"PHI:170","Q9UW09",,5462,"Colletotrichum lagenaria",,"104-T","none","gene deletion",,,3659,"Cucumis sativus",,,"none",,"PHIPO:0000010; PHIPO:0000355; PHIPO:0000363; PHIPO:0000030; PHIPO:0000052","PHIDO:0000013","BTO:0003973","gene complementation","interspecies interaction",10755300,"Loss of pathogenicity"
"PHI:172","Q9Y7W4",,5476,"Candida albicans",5476,"CAI4","none","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000010","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",11073971,"Loss of pathogenicity"
"PHI:174","O93806",,5476,"Candida albicans",5476,"CAI4","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",10878139,"Reduced virulence"
"PHI:175","P46593",,5476,"Candida albicans",237561,"SC5314","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",10722594,"Reduced virulence"
"PHI:176","Q9UV32",,5270,"Ustilago maydis",559306,"FB1; FB2","none","gene deletion",,,4577,"Zea mays",,,"none",,"PHIPO:0000004","PHIDO:0000230","BTO:0003973",,"interspecies interaction",10594035,"Unaffected pathogenicity"
"PHI:178","Q9Y7F1",,746128,"Aspergillus fumigatus",,237,"none","gene deletion",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000309","BTO:0003973","gene complementation","interspecies interaction",10931287,"Reduced virulence"
"PHI:181","Q96VZ3",,5507,"Fusarium oxysporum",,"race 2 strain 42-87","none","gene deletion",,,4081,"Solanum lycopersicum",,,"none",,"PHIPO:0000004","PHIDO:0000381","BTO:0003973",,"interspecies interaction",10755298,"Unaffected pathogenicity"
"PHI:182","Q9UVQ4",,5207,"Cryptococcus neoformans",235443,"H99","none","gene disruption",,,7227,"Drosophila melanogaster",,,"none",,"PHIPO:0000015","PHIDO:0000105","BTO:0003973","gene complementation","interspecies interaction",15075271,"Reduced virulence"
"PHI:182","Q9UVQ4",,5207,"Cryptococcus neoformans",235443,"H99","none","gene disruption",,,9986,"Oryctolagus cuniculus",,,"none",,"PHIPO:0000010","PHIDO:0000105","BTO:0003973","gene complementation","interspecies interaction",10792722,"Loss of pathogenicity"
"PHI:182","Q9UVQ4",,5207,"Cryptococcus neoformans",235443,"H99","none","gene disruption",,,6239,"Caenorhabditis elegans",,,"none",,"PHIPO:0000015","PHIDO:0000105","BTO:0003973","gene complementation","interspecies interaction",12438649,"Reduced virulence"
"PHI:182","Q9UVQ4",,5207,"Cryptococcus neoformans",235443,"H99","none","gene disruption",,,7137,"Galleria mellonella",,,"none",,"PHIPO:0000015","PHIDO:0000105","BTO:0003973","gene complementation","interspecies interaction",15972469,"Reduced virulence"
"PHI:183","Q9HFZ4",,5476,"Candida albicans",237561,"SC5314","none","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",10978273,"Reduced virulence"
"PHI:183","Q9HFZ4",,5476,"Candida albicans",237561,"SC5314","none","gene disruption",,,9986,"Oryctolagus cuniculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",10978273,"Reduced virulence"
"PHI:184","Q9HFZ2",,5476,"Candida albicans",237561,"SC5314","none","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973",,"interspecies interaction",10978273,"Reduced virulence"
"PHI:184","Q9HFZ2",,5476,"Candida albicans",237561,"SC5314","none","gene disruption",,,9986,"Oryctolagus cuniculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973",,"interspecies interaction",10978273,"Reduced virulence"
"PHI:185","Q9UW14",,5476,"Candida albicans",237561,"SC5314","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973",,"interspecies interaction",10992507,"Reduced virulence"
"PHI:186","Q9UW13",,5476,"Candida albicans",237561,"SC5314","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",10992507,"Reduced virulence"
"PHI:187","Q9HFW4",,5270,"Ustilago maydis",559306,"FB1; FB2","none","gene disruption",,,4577,"Zea mays",,,"none",,"PHIPO:0000010","PHIDO:0000230","BTO:0003973","gene complementation","interspecies interaction",11029697,"Loss of pathogenicity"
"PHI:188","Q9Y880",,5017,"Bipolaris zeicola",,"SB111","none","gene disruption",,,4577,"Zea mays",,,"none",,"PHIPO:0000015; PHIPO:0000355; PHIPO:0000024","PHIDO:0000211","BTO:0003973","gene complementation","interspecies interaction",10662860,"Reduced virulence"
"PHI:189","Q5AKU6",,5476,"Candida albicans",237561,"SC5314","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000010","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",10639412,"Loss of pathogenicity"
"PHI:190","Q5ANJ4",,5476,"Candida albicans",5476,"CAI4","none","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",11069668,"Reduced virulence"
"PHI:191","Q99324",,39703,"Septoria lycopersici",39703,"NEV","strain","gene disruption",,,4081,"Solanum lycopersicum",,,"none",,"PHIPO:0000004","PHIDO:0000211","BTO:0003973",,"interspecies interaction",11106022,"Unaffected pathogenicity"
"PHI:194","O13465",,5207,"Cryptococcus neoformans",235443,"H99","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000105","BTO:0003973","gene complementation","interspecies interaction",10639402,"Reduced virulence"
"PHI:195","Q92213",,5476,"Candida albicans",5476,"CAI4","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000010","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",11065354,"Loss of pathogenicity"
"PHI:196","Q92210",,5476,"Candida albicans",5476,"CAI-7","none","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",11254618,"Reduced virulence"
"PHI:197","O93852",,5476,"Candida albicans",5476,"CAI4","none","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",11349062,"Reduced virulence"
"PHI:198","P46590",,5476,"Candida albicans",5476,"CAI4","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",11967069,"Reduced virulence"
"PHI:198","P46590",,5476,"Candida albicans",5476,"CAI4","strain","gene disruption",,,9606,"Homo sapiens",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",15256583,"Reduced virulence"
"PHI:198","P46590",,5476,"Candida albicans",5476,"CAI4","strain","gene disruption",,,9606,"Homo sapiens",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",15256583,"Reduced virulence"
"PHI:199","Q9P304",,5499,"Fulvia fulva",,"race 4","none","gene deletion",,,4081,"Solanum lycopersicum",,,"none",,"PHIPO:0000015","PHIDO:0000209","BTO:0003973",,"interspecies interaction",11277434,"Reduced virulence"
"PHI:200","Q9C1T0",,5507,"Fusarium oxysporum",,"f. sp. melonis race 2 strain Mel02010","none","gene disruption",,,4081,"Solanum lycopersicum",,,"none",,"PHIPO:0000015","PHIDO:0000381","BTO:0003973","gene complementation","interspecies interaction",11310747,"Reduced virulence"
"PHI:201","Q9C478",,318829,"Magnaporthe oryzae",,"PWL2","none","gene mutation: regulator",,,4530,"Oryza sativa",,,"none",,"PHIPO:0000280","PHIDO:0000315","BTO:0003973",,"interspecies interaction",11332731,"Effector"
"PHI:203","Q9HEP9",,40559,"Botrytis cinerea",332648,"B05.10","none","gene deletion",,,4081,"Solanum lycopersicum",,,"none",,"PHIPO:0000015; PHIPO:0000331; PHIPO:0000363; PHIPO:0000024","PHIDO:0000178","BTO:0003973","gene complementation","interspecies interaction",11763127,"Reduced virulence"
"PHI:203","Q9HEP9",,40559,"Botrytis cinerea",332648,"B05.10","none","gene deletion",,,3885,"Phaseolus vulgaris",,,"none",,"PHIPO:0000015; PHIPO:0000331; PHIPO:0000363; PHIPO:0000024","PHIDO:0000178","BTO:0003973","gene complementation","interspecies interaction",11763127,"Reduced virulence"
"PHI:204","Q9HFT8",,5476,"Candida albicans",5476,"CAI4","strain","gene deletion",,,10090,"Mus musculus",,,"none",,"PHIPO:0000010","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",11694594,"Loss of pathogenicity"
"PHI:205","Q9URM1",,5476,"Candida albicans",5476,"CAI4","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000010","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",11251855,"Loss of pathogenicity"
"PHI:206","Q9C1S8",,5476,"Candida albicans",5476,"CAI4","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973",,"interspecies interaction",11298769,"Reduced virulence"
"PHI:207","Q9C0N5",,5476,"Candida albicans",5476,"CAI4","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973",,"interspecies interaction",11298769,"Reduced virulence"
"PHI:208","Q9C0M1",,5476,"Candida albicans",5476,"CAI4","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973",,"interspecies interaction",11298769,"Reduced virulence"
"PHI:209","Q9C410",,5476,"Candida albicans",5476,"CAF2-1","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973",,"interspecies interaction",11737641,"Reduced virulence"
"PHI:210","G1U9Y6",,5476,"Candida albicans",5476,"CAI4","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000010","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",11325951,"Loss of pathogenicity"
"PHI:211","C4YFX2",,5476,"Candida albicans",5476,"CAI4","none","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973",,"interspecies interaction",11737641,"Reduced virulence"
"PHI:212","O74271",,5476,"Candida albicans",5476,"CAI4","strain","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000071","BTO:0003973","gene complementation","interspecies interaction",11270409,"Reduced virulence"
"PHI:213","Q9P8W9",,5207,"Cryptococcus neoformans",235443,"H99","none","gene disruption",,,9986,"Oryctolagus cuniculus",,,"none",,"PHIPO:0000015","PHIDO:0000105","BTO:0003973","gene complementation","interspecies interaction",11415984,"Reduced virulence"
"PHI:213","Q9P8W9",,5207,"Cryptococcus neoformans",235443,"H99","none","gene disruption",,,10090,"Mus musculus",,,"none",,"PHIPO:0000015","PHIDO:0000105","BTO:0003973","gene complementation","interspecies interaction",11415984,"Reduced virulence"
